Comment,tokens,idioma,tokens_sin_stopwords,tokens_lemmatized
yo estoy cursando el fp daw y si bien las materias son en valenciano los docentes permiten hacer los examenes en castellano aunque aclaran que para la direccion se deberia de dar en valenciano supongo que la politecnica sera similar,"['yo', 'estoy', 'cursando', 'el', 'fp', 'daw', 'y', 'si', 'bien', 'las', 'materias', 'son', 'en', 'valenciano', 'los', 'docentes', 'permiten', 'hacer', 'los', 'examenes', 'en', 'castellano', 'aunque', 'aclaran', 'que', 'para', 'la', 'direccion', 'se', 'deberia', 'de', 'dar', 'en', 'valenciano', 'supongo', 'que', 'la', 'politecnica', 'sera', 'similar']",es,"['cursando', 'fp', 'daw', 'si', 'bien', 'materias', 'valenciano', 'docentes', 'permiten', 'hacer', 'examenes', 'castellano', 'aunque', 'aclaran', 'direccion', 'deberia', 'dar', 'valenciano', 'supongo', 'politecnica', 'sera', 'similar']","['cursar', 'fp', 'daw', 'si', 'bien', 'materia', 'valenciano', 'docente', 'permitir', 'hacer', 'examen', 'castellano', 'aunque', 'aclar', 'direccion', 'deberio', 'dar', 'valenciano', 'suponer', 'politecnico', 'sera', 'similar']"
la universidad no incluye ninguna asignatura en valenciano si no la eliges tu como ya te han dicho pero las pruebas de acceso a la universidad si que incluyen el valenciano como asignatura estaran exentos los alumnos que hayan llegado al sistema escolar valenciano en to de la eso o bachiller es decir depende de donde vivas y cual sea tu situacion de estudios actual,"['la', 'universidad', 'no', 'incluye', 'ninguna', 'asignatura', 'en', 'valenciano', 'si', 'no', 'la', 'eliges', 'tu', 'como', 'ya', 'te', 'han', 'dicho', 'pero', 'las', 'pruebas', 'de', 'acceso', 'a', 'la', 'universidad', 'si', 'que', 'incluyen', 'el', 'valenciano', 'como', 'asignatura', 'estaran', 'exentos', 'los', 'alumnos', 'que', 'hayan', 'llegado', 'al', 'sistema', 'escolar', 'valenciano', 'en', 'to', 'de', 'la', 'eso', 'o', 'bachiller', 'es', 'decir', 'depende', 'de', 'donde', 'vivas', 'y', 'cual', 'sea', 'tu', 'situacion', 'de', 'estudios', 'actual']",es,"['universidad', 'incluye', 'ninguna', 'asignatura', 'valenciano', 'si', 'eliges', 'dicho', 'pruebas', 'acceso', 'universidad', 'si', 'incluyen', 'valenciano', 'asignatura', 'estaran', 'exentos', 'alumnos', 'llegado', 'sistema', 'escolar', 'valenciano', 'to', 'bachiller', 'decir', 'depende', 'vivas', 'situacion', 'estudios', 'actual']","['universidad', 'incluir', 'ninguno', 'asignatura', 'valenciano', 'si', 'elegir', 'dicho', 'prueba', 'acceso', 'universidad', 'si', 'incluir', 'valenciano', 'asignatura', 'estarir', 'exento', 'alumno', 'llegado', 'sistema', 'escolar', 'valenciano', 'to', 'bachiller', 'decir', 'depender', 'vivo', 'situacion', 'estudio', 'actual']"
y no hace falta rendir entonces para el ingreso gracias,"['y', 'no', 'hace', 'falta', 'rendir', 'entonces', 'para', 'el', 'ingreso', 'gracias']",es,"['hace', 'falta', 'rendir', 'entonces', 'ingreso', 'gracias']","['hacer', 'falta', 'rendir', 'entonces', 'ingreso', 'gracias']"
si a la prueba de acceso he visto que como una de las cosas a evaluar es valenciano pero quizas lo estoy interpretando mal y es solo si quieres hacer la carrera en valenciano muchas gracias speess,"['si', 'a', 'la', 'prueba', 'de', 'acceso', 'he', 'visto', 'que', 'como', 'una', 'de', 'las', 'cosas', 'a', 'evaluar', 'es', 'valenciano', 'pero', 'quizas', 'lo', 'estoy', 'interpretando', 'mal', 'y', 'es', 'solo', 'si', 'quieres', 'hacer', 'la', 'carrera', 'en', 'valenciano', 'muchas', 'gracias', 'speess']",es,"['si', 'prueba', 'acceso', 'visto', 'cosas', 'evaluar', 'valenciano', 'quizas', 'interpretando', 'mal', 'solo', 'si', 'quieres', 'hacer', 'carrera', 'valenciano', 'muchas', 'gracias', 'speess']","['si', 'probar', 'acceso', 'visto', 'cosa', 'evaluar', 'valenciano', 'quizas', 'interpretar', 'mal', 'solo', 'si', 'querer', 'hacer', 'carrera', 'valenciano', 'mucho', 'gracia', 'speess']"
uffffff gracias por la informacion,"['uffffff', 'gracias', 'por', 'la', 'informacion']",es,"['uffffff', 'gracias', 'informacion']","['uffffff', 'gracias', 'informacion']"
vale gracias ya me lo temia,"['vale', 'gracias', 'ya', 'me', 'lo', 'temia']",es,"['vale', 'gracias', 'temia']","['valer', 'gracias', 'temio']"
en la prueba de acceso uno de los requerimientos es hacer las mismas asignaturas que se hacen en comun con el resto de comunidades mas el valenciano independiente de si luego realizaras un grado en valenciano o en castellano tienes que hacer esa prueba se puede evitar hacer el valenciano bueno hay gente que viene de otras comunidades y viene con la nota de acceso hecha sin el valenciano ya que alli no se da otra opcion es hacer el acceso en valencia y no hacer la de valenciano te quitaran la nota correspondiente y tendras menos nota media incluso puedes entrar por grado superior sin hacer la prueba de acceso aunque el tiempo que te tarde y la nota sobre a pesar de que puedes hacer las opcionales para subir al lo que no se es tu situacion si eres de otra comunidad otro pais si ya has cursado el bachillerato o tienes otro titulo etc saludos,"['en', 'la', 'prueba', 'de', 'acceso', 'uno', 'de', 'los', 'requerimientos', 'es', 'hacer', 'las', 'mismas', 'asignaturas', 'que', 'se', 'hacen', 'en', 'comun', 'con', 'el', 'resto', 'de', 'comunidades', 'mas', 'el', 'valenciano', 'independiente', 'de', 'si', 'luego', 'realizaras', 'un', 'grado', 'en', 'valenciano', 'o', 'en', 'castellano', 'tienes', 'que', 'hacer', 'esa', 'prueba', 'se', 'puede', 'evitar', 'hacer', 'el', 'valenciano', 'bueno', 'hay', 'gente', 'que', 'viene', 'de', 'otras', 'comunidades', 'y', 'viene', 'con', 'la', 'nota', 'de', 'acceso', 'hecha', 'sin', 'el', 'valenciano', 'ya', 'que', 'alli', 'no', 'se', 'da', 'otra', 'opcion', 'es', 'hacer', 'el', 'acceso', 'en', 'valencia', 'y', 'no', 'hacer', 'la', 'de', 'valenciano', 'te', 'quitaran', 'la', 'nota', 'correspondiente', 'y', 'tendras', 'menos', 'nota', 'media', 'incluso', 'puedes', 'entrar', 'por', 'grado', 'superior', 'sin', 'hacer', 'la', 'prueba', 'de', 'acceso', 'aunque', 'el', 'tiempo', 'que', 'te', 'tarde', 'y', 'la', 'nota', 'sobre', 'a', 'pesar', 'de', 'que', 'puedes', 'hacer', 'las', 'opcionales', 'para', 'subir', 'al', 'lo', 'que', 'no', 'se', 'es', 'tu', 'situacion', 'si', 'eres', 'de', 'otra', 'comunidad', 'otro', 'pais', 'si', 'ya', 'has', 'cursado', 'el', 'bachillerato', 'o', 'tienes', 'otro', 'titulo', 'etc', 'saludos']",es,"['prueba', 'acceso', 'requerimientos', 'hacer', 'mismas', 'asignaturas', 'hacen', 'comun', 'resto', 'comunidades', 'mas', 'valenciano', 'independiente', 'si', 'luego', 'realizaras', 'grado', 'valenciano', 'castellano', 'hacer', 'prueba', 'puede', 'evitar', 'hacer', 'valenciano', 'bueno', 'gente', 'viene', 'comunidades', 'viene', 'nota', 'acceso', 'hecha', 'valenciano', 'alli', 'da', 'opcion', 'hacer', 'acceso', 'valencia', 'hacer', 'valenciano', 'quitaran', 'nota', 'correspondiente', 'tendras', 'menos', 'nota', 'media', 'incluso', 'puedes', 'entrar', 'grado', 'superior', 'hacer', 'prueba', 'acceso', 'aunque', 'tiempo', 'tarde', 'nota', 'pesar', 'puedes', 'hacer', 'opcionales', 'subir', 'situacion', 'si', 'comunidad', 'pais', 'si', 'cursado', 'bachillerato', 'titulo', 'etc', 'saludos']","['probar', 'acceso', 'requerimiento', 'hacer', 'mismo', 'asignatura', 'hacer', 'comun', 'resto', 'comunidad', 'mas', 'valenciano', 'independiente', 'si', 'luego', 'realizarar', 'grado', 'valenciano', 'castellano', 'hacer', 'prueba', 'poder', 'evitar', 'hacer', 'valenciano', 'bueno', 'gente', 'venir', 'comunidad', 'venir', 'noto', 'acceso', 'hecho', 'valenciano', 'alli', 'dar', 'opcion', 'hacer', 'acceso', 'valencia', 'hacer', 'valenciano', 'quitarar', 'nota', 'correspondiente', 'tendra', 'menos', 'nota', 'medio', 'incluso', 'poder', 'entrar', 'grado', 'superior', 'hacer', 'prueba', 'acceso', 'aunque', 'tiempo', 'tarde', 'notar', 'pesar', 'poder', 'hacer', 'opcional', 'subir', 'situacion', 'si', 'comunidad', 'pais', 'si', 'cursar', 'bachillerato', 'titulo', 'etc', 'saludo']"
preguntame por privado lo que quieras,"['preguntame', 'por', 'privado', 'lo', 'que', 'quieras']",pt,"['preguntame', 'por', 'privado', 'lo', 'que', 'quieras']","['preguntame', 'por', 'privado', 'lo', 'que', 'quieras']"
anda a la u brother guatemala no le da tanta importancia a los militares como otros paises la pregunta seria para que queres ir a la politecnica a que te queres dedicar yo me inclinaria en ir a la u pero depende que quieras para tu vida,"['anda', 'a', 'la', 'u', 'brother', 'guatemala', 'no', 'le', 'da', 'tanta', 'importancia', 'a', 'los', 'militares', 'como', 'otros', 'paises', 'la', 'pregunta', 'seria', 'para', 'que', 'queres', 'ir', 'a', 'la', 'politecnica', 'a', 'que', 'te', 'queres', 'dedicar', 'yo', 'me', 'inclinaria', 'en', 'ir', 'a', 'la', 'u', 'pero', 'depende', 'que', 'quieras', 'para', 'tu', 'vida']",es,"['anda', 'u', 'brother', 'guatemala', 'da', 'tanta', 'importancia', 'militares', 'paises', 'pregunta', 'seria', 'queres', 'ir', 'politecnica', 'queres', 'dedicar', 'inclinaria', 'ir', 'u', 'depende', 'quieras', 'vida']","['anda', 'u', 'brother', 'guatemala', 'dar', 'tanto', 'importancia', 'militar', 'país', 'preguntar', 'serio', 'quer', 'ir', 'politecnico', 'quer', 'dedicar', 'inclinaria', 'ir', 'u', 'depender', 'quieras ', 'vida']"
tal vez alguien que haya sido militar puede confirmar pero mi percepcion es que un porcentaje alto de los soldados no ven los beneficios y las oportunidades que los oficiales reciben si me preguntaras a mi anda a la u el ejercito posiblemente no es tan cool como te lo imaginabas a los anos y la experiencia de ir a la u y conocer a mara muy diferente a vos es bien enrriquecedora,"['tal', 'vez', 'alguien', 'que', 'haya', 'sido', 'militar', 'puede', 'confirmar', 'pero', 'mi', 'percepcion', 'es', 'que', 'un', 'porcentaje', 'alto', 'de', 'los', 'soldados', 'no', 'ven', 'los', 'beneficios', 'y', 'las', 'oportunidades', 'que', 'los', 'oficiales', 'reciben', 'si', 'me', 'preguntaras', 'a', 'mi', 'anda', 'a', 'la', 'u', 'el', 'ejercito', 'posiblemente', 'no', 'es', 'tan', 'cool', 'como', 'te', 'lo', 'imaginabas', 'a', 'los', 'anos', 'y', 'la', 'experiencia', 'de', 'ir', 'a', 'la', 'u', 'y', 'conocer', 'a', 'mara', 'muy', 'diferente', 'a', 'vos', 'es', 'bien', 'enrriquecedora']",es,"['tal', 'vez', 'alguien', 'sido', 'militar', 'puede', 'confirmar', 'percepcion', 'porcentaje', 'alto', 'soldados', 'ven', 'beneficios', 'oportunidades', 'oficiales', 'reciben', 'si', 'preguntaras', 'anda', 'u', 'ejercito', 'posiblemente', 'tan', 'cool', 'imaginabas', 'anos', 'experiencia', 'ir', 'u', 'conocer', 'mara', 'diferente', 'vos', 'bien', 'enrriquecedora']","['tal', 'vez', 'alguien', 'ser', 'militar', 'poder', 'confirmar', 'percepcion', 'porcentaje', 'alto', 'soldado', 'ver', 'beneficio', 'oportunidad', 'oficial', 'recibir', 'si', 'preguntara', 'andar', 'u', 'ejercito', 'posiblemente', 'tanto', 'cool', 'imaginabas', 'ano', 'experiencia', 'ir', 'u', 'conocer', 'mara', 'diferente', 'vo', 'bien', 'enrriquecedorar']"
muchas gracias por su opinion y tienen razon aqui el ejercito no es que este bien la verdad y si creo que sera obviamente mejor la u gracias por su tiempo para decirme su opinion,"['muchas', 'gracias', 'por', 'su', 'opinion', 'y', 'tienen', 'razon', 'aqui', 'el', 'ejercito', 'no', 'es', 'que', 'este', 'bien', 'la', 'verdad', 'y', 'si', 'creo', 'que', 'sera', 'obviamente', 'mejor', 'la', 'u', 'gracias', 'por', 'su', 'tiempo', 'para', 'decirme', 'su', 'opinion']",es,"['muchas', 'gracias', 'opinion', 'razon', 'aqui', 'ejercito', 'bien', 'verdad', 'si', 'creo', 'sera', 'obviamente', 'mejor', 'u', 'gracias', 'tiempo', 'decirme', 'opinion']","['mucho', 'gracia', 'opinion', 'razon', 'aqui', 'ejercito', 'bien', 'verdad', 'si', 'creer', 'sera', 'obviamente', 'mejor', 'u', 'gracias', 'tiempo', 'decir yo', 'opinion']"
dependiendo mucho de gustos yo por ejemplo si voy a entrar a la escuela politecnica pero es dependiente de que quieras en realidad pero te voy a contar desde mi perspectiva en la escuela politecnica es algo cara solo el ingreso que son uniformes y examenes de admision son q pero de ahi a tus anos de estancia no se paga nada es la propia politecnica la que te proporciona q mensuales aparte de comida y residencia tiene sus beneficios un cadete recien graduado como subteniente tiene un sueldo de q esto depende de la rama a la que seas asignado tiene mas cosas buenas o malas si quieres saber preguntame pero mas o menos esto es lo mas basico en informacion,"['dependiendo', 'mucho', 'de', 'gustos', 'yo', 'por', 'ejemplo', 'si', 'voy', 'a', 'entrar', 'a', 'la', 'escuela', 'politecnica', 'pero', 'es', 'dependiente', 'de', 'que', 'quieras', 'en', 'realidad', 'pero', 'te', 'voy', 'a', 'contar', 'desde', 'mi', 'perspectiva', 'en', 'la', 'escuela', 'politecnica', 'es', 'algo', 'cara', 'solo', 'el', 'ingreso', 'que', 'son', 'uniformes', 'y', 'examenes', 'de', 'admision', 'son', 'q', 'pero', 'de', 'ahi', 'a', 'tus', 'anos', 'de', 'estancia', 'no', 'se', 'paga', 'nada', 'es', 'la', 'propia', 'politecnica', 'la', 'que', 'te', 'proporciona', 'q', 'mensuales', 'aparte', 'de', 'comida', 'y', 'residencia', 'tiene', 'sus', 'beneficios', 'un', 'cadete', 'recien', 'graduado', 'como', 'subteniente', 'tiene', 'un', 'sueldo', 'de', 'q', 'esto', 'depende', 'de', 'la', 'rama', 'a', 'la', 'que', 'seas', 'asignado', 'tiene', 'mas', 'cosas', 'buenas', 'o', 'malas', 'si', 'quieres', 'saber', 'preguntame', 'pero', 'mas', 'o', 'menos', 'esto', 'es', 'lo', 'mas', 'basico', 'en', 'informacion']",es,"['dependiendo', 'gustos', 'ejemplo', 'si', 'voy', 'entrar', 'escuela', 'politecnica', 'dependiente', 'quieras', 'realidad', 'voy', 'contar', 'perspectiva', 'escuela', 'politecnica', 'cara', 'solo', 'ingreso', 'uniformes', 'examenes', 'admision', 'q', 'ahi', 'anos', 'estancia', 'paga', 'propia', 'politecnica', 'proporciona', 'q', 'mensuales', 'aparte', 'comida', 'residencia', 'beneficios', 'cadete', 'recien', 'graduado', 'subteniente', 'sueldo', 'q', 'depende', 'rama', 'asignado', 'mas', 'cosas', 'buenas', 'malas', 'si', 'quieres', 'saber', 'preguntame', 'mas', 'menos', 'mas', 'basico', 'informacion']","['depender', 'gusto', 'ejemplo', 'si', 'ir', 'entrar', 'escuela', 'politecnico', 'dependiente', 'quieras', 'realidad', 'ir', 'contar', 'perspectiva', 'escuela', 'politecnicar', 'cara', 'solo', 'ingreso', 'uniformes', 'examen', 'admision', 'q', 'ahi', 'ano', 'estancia', 'pagar', 'propio', 'politecnico', 'proporciona', 'q', 'mensual', 'aparte', 'comida', 'residencia', 'beneficio', 'cadete', 'recien', 'graduado', 'subteniente', 'sueldo', 'q', 'depender', 'rama', 'asignado', 'mas', 'cosa', 'buena', 'mala', 'si', 'quier', 'saber', 'preguntame', 'mas', 'menos', 'mas', 'basico', 'informacion']"
q oportunidades ademas del ejercito te la la escuela politecnica despues de la u podes hacer de todo,"['q', 'oportunidades', 'ademas', 'del', 'ejercito', 'te', 'la', 'la', 'escuela', 'politecnica', 'despues', 'de', 'la', 'u', 'podes', 'hacer', 'de', 'todo']",es,"['q', 'oportunidades', 'ademas', 'ejercito', 'escuela', 'politecnica', 'despues', 'u', 'podes', 'hacer']","['q', 'oportunidad', 'adema', 'ejercito', 'escuela', 'politecnico', 'despu', 'u', 'pod', 'hacer']"
todita la razon gracias por tu opinion,"['todita', 'la', 'razon', 'gracias', 'por', 'tu', 'opinion']",es,"['todita', 'razon', 'gracias', 'opinion']","['toditar', 'razon', 'gracias', 'opinion']"
es el xiaomi de las universidades tiene buena relacion calidadprecio,"['es', 'el', 'xiaomi', 'de', 'las', 'universidades', 'tiene', 'buena', 'relacion', 'calidadprecio']",es,"['xiaomi', 'universidades', 'buena', 'relacion', 'calidadprecio']","['xiaomi', 'universidad', 'buen', 'relacion', 'calidadprecio']"
